frecuency;magnitude;;;
441138028.169014;-81.415397644043;;;
441154929.577465;-80.3835525512695;;;
441171830.985915;-74.5867233276367;;;
441188732.394366;-76.1008224487305;;;
441205633.802817;-74.4261322021484;;;
441222535.211268;-75.6349716186523;;;
441239436.619718;-76.7122268676758;;;
441256338.028169;-78.9584350585938;;;
441273239.43662;-80.8165435791016;;;
441290140.84507;-85.1316452026367;;;
441307042.253521;-89.0527267456055;;;
441323943.661972;-90.4004211425781;;;
441340845.070423;-92.6144256591797;;;
441357746.478873;-96.7426910400391;;;
441374647.887324;-94.2054138183594;;;
441391549.295775;-94.1347198486328;;;
441408450.704225;-94.9520416259766;;;
441425352.112676;-98.969108581543;;;
441442253.521127;-95.1149215698242;;;
441459154.929577;-93.4474258422852;;;
441476056.338028;-93.3768463134766;;;
441492957.746479;-96.6271667480469;;;
441509859.15493;-96.9138565063477;;;
441526760.56338;-94.7055358886719;;;
441543661.971831;-94.9183349609375;;;
441560563.380282;-95.04736328125;;;
441577464.788732;-97.4763946533203;;;
441594366.197183;-95.1251831054688;;;
441611267.605634;-95.8289794921875;;;
441628169.014085;-95.8350448608398;;;
441645070.422535;-92.4541625976563;;;
441661971.830986;-102.474975585938;;;
441678873.239437;-97.7042999267578;;;
441695774.647887;-94.1507415771484;;;
441712676.056338;-91.635856628418;;;
441729577.464789;-96.7091064453125;;;
441746478.873239;-95.5032958984375;;;
441763380.28169;-95.5023574829102;;;
441780281.690141;-95.6582870483398;;;
441797183.098592;-94.3860626220703;;;
441814084.507042;-93.9191131591797;;;
441830985.915493;-98.62939453125;;;
441847887.323944;-98.0850982666016;;;
441864788.732394;-94.9928436279297;;;
441881690.140845;-96.5363922119141;;;
441898591.549296;-98.8642196655273;;;
441915492.957747;-96.4055404663086;;;
441932394.366197;-94.093132019043;;;
441949295.774648;-95.8962478637695;;;
441966197.183099;-95.4137649536133;;;
441983098.591549;-92.2632675170898;;;
442000000;-94.7195587158203;;;
